Lneg_protein,ProteinID_isoformremoved,percent_identity,BLASTPProteinMatch,BLASTP_annotation,E-value,Bit-score
Lneg_g06264_i1,Lneg_g06264,98.837,ref|XP_018059247.1|,PREDICTED: uncharacterized protein LOC108694336 [Atta colombica],2.24E-117,357
Lneg_g06265_i1,Lneg_g06265,58.537,ref|XP_039306734.1|,uncharacterized protein LOC113003640 [Solenopsis invicta],2.87E-25,99
Lneg_g06270_i1,Lneg_g06270,87.812,ref|XP_011336407.1|,trissin receptor [Ooceraea biroi],0,648
Lneg_g06272_i1,Lneg_g06272,97.872,ref|XP_011060785.1|,PREDICTED: protein FAM76A [Acromyrmex echinatior],0,671
Lneg_g06275_i1,Lneg_g06275,36.986,ref|XP_026829123.1|,uncharacterized protein LOC113562825 [Ooceraea biroi],6.33E-30,112
Lneg_g06278_i1,Lneg_g06278,52.444,ref|XP_024867684.1|,uncharacterized protein LOC112451961 isoform X17 [Temnothorax curvispinosus],7.84E-163,499
Lneg_g06279_i1,Lneg_g06279,98.48,ref|XP_026829594.1|,uncharacterized protein LOC105277770 [Ooceraea biroi],0,701
Lneg_g06293_i1,Lneg_g06293,91.554,ref|XP_024886224.1|,palmitoyltransferase ZDHHC16A isoform X2 [Temnothorax curvispinosus],0,582
Lneg_g06294_i1,Lneg_g06294,99.038,gb|KMR05324.1|,kv channel-interacting protein 2 [Lasius niger],1.48E-152,426
Lneg_g06295_i2,Lneg_g06295,97.468,gb|KMR05331.1|,hypothetical protein RF55_64 [Lasius niger],0,1281
Lneg_g06296_i1,Lneg_g06296,97.945,gb|KMR05327.1|,putative 28s ribosomal protein mitochondrial [Lasius niger],1.1E-99,289
Lneg_g06297_i1,Lneg_g06297,80,ref|XP_011171948.1|,"alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial [Solenopsis invicta]",1.7E-136,385
Lneg_g06298_i1,Lneg_g06298,97.778,gb|KMQ96555.1|,eukaryotic translation initiation factor 3 subunit j [Lasius niger],9.08E-156,434
Lneg_g06299_i1,Lneg_g06299,94.904,ref|XP_011171984.1|,microspherule protein 1 [Solenopsis invicta],0,922
Lneg_g06300_i1,Lneg_g06300,96.439,gb|KMQ96553.1|,hypothetical protein RF55_3150 [Lasius niger],0,4550
Lneg_g06301_i1,Lneg_g06301,98.587,gb|KMQ89356.1|,r3h domain-containing protein 1 [Lasius niger],0,2263
Lneg_g06303_i1,Lneg_g06303,98.583,gb|KMQ94184.1|,protein tob2 [Lasius niger],0,975
Lneg_g06304_i1,Lneg_g06304,67.371,ref|XP_018054138.1|,PREDICTED: uncharacterized protein LOC108691030 isoform X1 [Atta colombica],1.4E-175,544
Lneg_g06305_i3,Lneg_g06305,99.202,gb|KMQ90549.1|,"utp--glucose-1-phosphate uridylyltransferase, partial [Lasius niger]",0,1024
Lneg_g06306_i1,Lneg_g06306,80.233,ref|XP_011066559.1|,PREDICTED: m7GpppX diphosphatase [Acromyrmex echinatior],0,572
Lneg_g06307_i1,Lneg_g06307,95.034,ref|XP_011169643.2|,macoilin-1 isoform X4 [Solenopsis invicta],0,1285
Lneg_g06309_i1,Lneg_g06309,72.862,ref|XP_011158158.1|,RNA/RNP complex-1-interacting phosphatase [Solenopsis invicta],2.5E-75,238
Lneg_g06310_i1,Lneg_g06310,90.909,gb|KMR04657.1|,hypothetical protein RF55_547 [Lasius niger],3.43E-20,80.5
Lneg_g06313_i1,Lneg_g06313,66.667,ref|XP_024877803.1|,uncharacterized protein LOC112458412 [Temnothorax curvispinosus],3.42E-33,120
Lneg_g06318_i1,Lneg_g06318,90.494,ref|XP_024874371.1|,armadillo repeat-containing protein 1-like [Temnothorax curvispinosus],1.22E-170,475
Lneg_g06320_i1,Lneg_g06320,83.183,ref|XP_024874362.1|,acetyl-coenzyme A transporter 1 [Temnothorax curvispinosus],0,951
Lneg_g06321_i1,Lneg_g06321,96.186,gb|KMQ94275.1|,hypothetical protein RF55_5584 [Lasius niger],4.61E-142,409
Lneg_g06324_i1,Lneg_g06324,99.855,gb|KMQ93611.1|,threonyl-trna cytoplasmic [Lasius niger],0,1449
Lneg_g06325_i1,Lneg_g06325,98.701,gb|KMQ93610.1|,zinc finger protein 706 [Lasius niger],6.41E-50,153
Lneg_g06326_i1,Lneg_g06326,87.285,ref|XP_018060337.1|,PREDICTED: glycine N-methyltransferase [Atta colombica],0,538
Lneg_g06327_i1,Lneg_g06327,99.024,gb|KMQ87812.1|,potassium voltage-gated channel protein eag [Lasius niger],3.66E-144,410
Lneg_g06329_i1,Lneg_g06329,78.431,ref|XP_024892706.1|,fatty acid synthase-like [Temnothorax curvispinosus],3E-84,253
Lneg_g06331_i1,Lneg_g06331,93.392,ref|XP_024893776.1|,tyrosine-protein phosphatase 99A isoform X1 [Temnothorax curvispinosus],0,2029
Lneg_g06332_i1,Lneg_g06332,96.889,ref|XP_018052329.1|,PREDICTED: Down syndrome cell adhesion molecule-like protein Dscam2 [Atta colombica],0,894
Lneg_g06333_i1,Lneg_g06333,95.238,ref|XP_011336655.1|,discoidin domain-containing receptor 2 [Ooceraea biroi],1.87E-65,218
Lneg_g06335_i1,Lneg_g06335,86.567,ref|XP_024878448.1|,"uncharacterized protein LOC112458858, partial [Temnothorax curvispinosus]",7.88E-17,73.6
Lneg_g06337_i1,Lneg_g06337,48.413,ref|XP_011329170.1|,uncharacterized protein LOC105274598 [Ooceraea biroi],2.36E-75,231
Lneg_g06338_i1,Lneg_g06338,38.251,gb|KMQ93503.1|,hypothetical protein RF55_6394 [Lasius niger],1.23E-18,82
Lneg_g06340_i1,Lneg_g06340,36.413,gb|KMQ87322.1|,hypothetical protein RF55_13424 [Lasius niger],1.07E-31,119
Lneg_g06341_i1,Lneg_g06341,67.46,ref|XP_012234695.1|,PREDICTED: nose resistant to fluoxetine protein 6-like [Linepithema humile],8.05E-124,370
Lneg_g06342_i1,Lneg_g06342,94.379,ref|XP_011054562.1|,PREDICTED: myotubularin-related protein 2 isoform X1 [Acromyrmex echinatior],0,1331
Lneg_g06343_i1,Lneg_g06343,97.807,gb|KMQ98276.1|,hypothetical protein RF55_1364 [Lasius niger],3.37E-164,459
Lneg_g06344_i1,Lneg_g06344,95.307,ref|XP_011347970.1|,uncharacterized protein LOC105285455 [Ooceraea biroi],0,575
Lneg_g06345_i1,Lneg_g06345,90.625,ref|XP_012216070.1|,PREDICTED: PDZ and LIM domain protein 3 isoform X1 [Linepithema humile],1.64E-127,365
Lneg_g06346_i1,Lneg_g06346,94.863,ref|XP_039311623.1|,"2-oxoglutarate dehydrogenase, mitochondrial isoform X8 [Solenopsis invicta]",0,1823
Lneg_g06347_i1,Lneg_g06347,95.649,ref|XP_011061916.1|,PREDICTED: zinc finger SWIM domain-containing protein 8 [Acromyrmex echinatior],0,3001
Lneg_g06348_i1,Lneg_g06348,59.922,ref|XP_018046524.1|,PREDICTED: farnesol dehydrogenase-like [Atta colombica],4.89E-106,310
Lneg_g06349_i1,Lneg_g06349,35.484,ref|XP_011352450.1|,uncharacterized protein LOC105288129 isoform X1 [Ooceraea biroi],4.89E-08,51.2
Lneg_g06350_i1,Lneg_g06350,52.766,ref|XP_018046485.1|,PREDICTED: uncharacterized protein LOC108685979 [Atta colombica],3.75E-73,225
Lneg_g06353_i1,Lneg_g06353,90.909,ref|XP_024889871.1|,uncharacterized protein LOC112466169 [Temnothorax curvispinosus],2.51E-45,152
Lneg_g06354_i1,Lneg_g06354,89.744,ref|XP_019887532.2|,endoplasmic reticulum resident protein 44 isoform X1 [Ooceraea biroi],0,806
Lneg_g06355_i1,Lneg_g06355,79.167,ref|XP_011347893.1|,mitochondrial tRNA-specific 2-thiouridylase 1 [Ooceraea biroi],0,671
Lneg_g06356_i3,Lneg_g06356,99.029,gb|KMQ92585.1|,paired amphipathic helix protein sin3a [Lasius niger],0,2769
Lneg_g06362_i1,Lneg_g06362,69.767,ref|XP_024870660.1|,pair-rule protein odd-paired-like [Temnothorax curvispinosus],2.1E-48,165
Lneg_g06367_i1,Lneg_g06367,98,gb|KMQ91925.1|,corticotropin-releasing factor-binding protein [Lasius niger],0,501
Lneg_g06368_i1,Lneg_g06368,74.576,ref|XP_024873172.1|,adenomatous polyposis coli homolog [Temnothorax curvispinosus],0,1160
Lneg_g06369_i1,Lneg_g06369,82.172,ref|XP_024893232.1|,trehalase-like [Temnothorax curvispinosus],0,858
Lneg_g06370_i1,Lneg_g06370,90.476,ref|XP_011170318.1|,B9 domain-containing protein 1 [Solenopsis invicta],5.22E-131,367
Lneg_g06371_i1,Lneg_g06371,98.97,gb|KMQ95155.1|,aconitate mitochondrial-like protein [Lasius niger],0,1599
Lneg_g06373_i1,Lneg_g06373,91.975,ref|XP_026827122.1|,mucin-19 [Ooceraea biroi],8.15E-98,311
Lneg_g06374_i1,Lneg_g06374,90.531,ref|XP_012225073.1|,PREDICTED: adenylosuccinate lyase [Linepithema humile],0,830
Lneg_g06375_i1,Lneg_g06375,98.742,gb|KMQ85798.1|,ryanodine receptor-like protein [Lasius niger],7.43E-113,319
Lneg_g06376_i1,Lneg_g06376,85.542,ref|XP_012225074.1|,PREDICTED: uncharacterized protein LOC105673779 [Linepithema humile],9.65E-105,299
Lneg_g06377_i1,Lneg_g06377,67.376,ref|XP_024873738.1|,uncharacterized protein LOC112455786 [Temnothorax curvispinosus],6.09E-55,176
Lneg_g06378_i1,Lneg_g06378,38.73,ref|XP_039312292.1|,uncharacterized protein LOC113004200 [Solenopsis invicta],1.4E-43,160
Lneg_g06379_i1,Lneg_g06379,54.326,ref|XP_011351413.1|,uncharacterized protein LOC105287522 [Ooceraea biroi],0,626
Lneg_g06380_i1,Lneg_g06380,83.144,ref|XP_012225062.1|,PREDICTED: uncharacterized protein LOC105673774 [Linepithema humile],0,727
Lneg_g06381_i1,Lneg_g06381,94.962,ref|XP_039312298.1|,unconventional myosin-XV [Solenopsis invicta],0,1306
Lneg_g06382_i1,Lneg_g06382,77.003,ref|XP_025993313.2|,uncharacterized protein LOC105200164 [Solenopsis invicta],0,577
Lneg_g06383_i1,Lneg_g06383,95.522,ref|NP_001091690.1|,nicotinic acetylcholine receptor alpha1 subunit [Apis mellifera],5.72E-38,137
Lneg_g06384_i1,Lneg_g06384,66.1,ref|XP_039315293.1|,uncharacterized protein LOC105197402 [Solenopsis invicta],0,1189
Lneg_g06385_i1,Lneg_g06385,97.943,gb|KMQ95042.1|,elongation factor 1-gamma [Lasius niger],0,4479
Lneg_g06386_i1,Lneg_g06386,98.378,gb|KMQ95041.1|,putative 39s ribosomal protein mitochondrial-like protein [Lasius niger],2.52E-134,375
Lneg_g06389_i1,Lneg_g06389,98.765,gb|KMQ92422.1|,tyrosine-protein phosphatase non-receptor type 23 [Lasius niger],4.18E-46,186
Lneg_g06390_i1,Lneg_g06390,96.879,ref|XP_011344412.1|,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A [Ooceraea biroi],0,1421
Lneg_g06391_i1,Lneg_g06391,99.722,gb|KMQ88401.1|,nuclear pore complex protein nup205 [Lasius niger],0,3732
Lneg_g06392_i1,Lneg_g06392,75.556,ref|XP_026299800.1|,phosphatidylinositol N-acetylglucosaminyltransferase subunit C [Apis mellifera],5.21E-140,397
Lneg_g06393_i1,Lneg_g06393,83.725,ref|XP_011168642.1|,protein TAPT1 homolog [Solenopsis invicta],0,897
Lneg_g06394_i1,Lneg_g06394,95.238,gb|KMQ96477.1|,ap-2 complex subunit mu-1 [Lasius niger],1.26E-61,202
Lneg_g06395_i1,Lneg_g06395,83.985,ref|XP_025988160.1|,coiled-coil domain-containing protein 40 [Solenopsis invicta],0,859
Lneg_g06396_i2,Lneg_g06396,99.445,ref|XP_011067984.1|,PREDICTED: tyrosine-protein kinase Src64B isoform X1 [Acromyrmex echinatior],0,1127
Lneg_g06397_i1,Lneg_g06397,78.413,ref|XP_025992501.2|,uncharacterized protein LOC105194926 [Solenopsis invicta],1.12E-175,500
Lneg_g06398_i1,Lneg_g06398,84.733,ref|XP_011335063.1|,G-box-binding factor [Ooceraea biroi],1.77E-73,226
Lneg_g06399_i1,Lneg_g06399,98.262,gb|KMQ96367.1|,hypothetical protein RF55_3348 [Lasius niger],0,1514
Lneg_g06400_i2,Lneg_g06400,86.644,ref|XP_011167735.2|,1-phosphatidylinositol 3-phosphate 5-kinase [Solenopsis invicta],0,3636
Lneg_g06401_i1,Lneg_g06401,88.732,ref|XP_019888817.1|,microphthalmia-associated transcription factor [Ooceraea biroi],1.23E-62,213
Lneg_g06402_i1,Lneg_g06402,91.342,ref|XP_011329415.2|,uncharacterized protein LOC105274747 isoform X1 [Ooceraea biroi],0,1249
Lneg_g06406_i1,Lneg_g06406,98.925,gb|KMQ97055.1|,hypothetical protein RF55_2634 [Lasius niger],0,952
Lneg_g06407_i2,Lneg_g06407,98.193,ref|XP_011174433.1|,ADP-ribosylation factor-like protein 3 [Solenopsis invicta],8.16E-117,332
Lneg_g06408_i1,Lneg_g06408,99.419,gb|KMQ87446.1|,rcc1 domain-containing protein 1 [Lasius niger],0,707
Lneg_g06409_i1,Lneg_g06409,55.822,ref|XP_024888690.1|,uncharacterized protein LOC112465389 [Temnothorax curvispinosus],5.56E-102,304
Lneg_g06410_i1,Lneg_g06410,86.96,ref|XP_025987321.2|,mushroom body large-type Kenyon cell-specific protein 1 isoform X4 [Solenopsis invicta],0,1971
Lneg_g06411_i1,Lneg_g06411,51.606,ref|XP_019890065.2|,uncharacterized protein LOC109611581 [Ooceraea biroi],3.12E-164,473
Lneg_g06412_i1,Lneg_g06412,60.613,ref|XP_024884000.1|,uncharacterized protein LOC112462448 [Temnothorax curvispinosus],0,533
Lneg_g06413_i1,Lneg_g06413,26.061,gb|KMQ93750.1|,protein g12 [Lasius niger],5.84E-10,61.2
Lneg_g06414_i1,Lneg_g06414,75.566,ref|NP_001259889.1|,"earmuff, isoform B [Drosophila melanogaster]",2.55E-117,356
Lneg_g06421_i1,Lneg_g06421,48.649,gb|KMQ86375.1|,"hypothetical protein RF55_14647, partial [Lasius niger]",9.4E-21,90.5
Lneg_g06430_i1,Lneg_g06430,39.052,ref|NP_569873.1|,mus81 [Drosophila melanogaster],1.25E-85,270
Lneg_g06431_i1,Lneg_g06431,87.5,gb|KMQ93658.1|,exosome complex exonuclease rrp41 [Lasius niger],4.8E-82,246
Lneg_g06432_i1,Lneg_g06432,95.726,gb|KMQ93659.1|,trifunctional enzyme subunit mitochondrial-like protein [Lasius niger],0,920
Lneg_g06433_i1,Lneg_g06433,83.333,ref|XP_011065492.1|,PREDICTED: BRCA1-A complex subunit BRE-like [Acromyrmex echinatior],0,635
Lneg_g06436_i1,Lneg_g06436,81.111,ref|XP_392764.1|,prohormone-4 [Apis mellifera],1.08E-48,156
Lneg_g06437_i1,Lneg_g06437,86.943,ref|XP_024875616.1|,syndetin [Temnothorax curvispinosus],0,1651
Lneg_g06438_i1,Lneg_g06438,100,ref|XP_011169063.1|,ADP-ribosylation factor 6 [Solenopsis invicta],5.2E-130,364
Lneg_g06439_i2,Lneg_g06439,83.015,ref|XP_018043696.1|,PREDICTED: UDP-N-acetylhexosamine pyrophosphorylase [Atta colombica],0,834
Lneg_g06440_i1,Lneg_g06440,85.567,gb|KMQ82548.1|,hypothetical protein RF55_22585 [Lasius niger],2.18E-116,337
Lneg_g06441_i1,Lneg_g06441,99.363,ref|XP_011344218.1|,guanine nucleotide-binding protein G(q) subunit alpha isoform X1 [Ooceraea biroi],4.12E-113,327
Lneg_g06443_i1,Lneg_g06443,98.649,gb|KMQ93695.1|,uridine phosphorylase 1 [Lasius niger],0,754
Lneg_g06444_i2,Lneg_g06444,95.575,ref|XP_012234161.1|,PREDICTED: uncharacterized protein LOC105678973 isoform X4 [Linepithema humile],0,633
Lneg_g06445_i1,Lneg_g06445,86.034,ref|XP_011162219.1|,trichohyalin isoform X1 [Solenopsis invicta],1.09E-92,269
Lneg_g06447_i1,Lneg_g06447,99.837,gb|KMQ95685.1|,ras gtpase-activating protein-binding protein 2 [Lasius niger],0,1227
Lneg_g06448_i1,Lneg_g06448,91.034,ref|XP_024877880.1|,SPARC [Temnothorax curvispinosus],7.21E-180,500
Lneg_g06449_i1,Lneg_g06449,96.257,gb|KMQ96722.1|,hypothetical protein RF55_2983 [Lasius niger],2.49E-130,373
Lneg_g06450_i1,Lneg_g06450,98.026,gb|KMQ95159.1|,ubiquinone biosynthesis monooxygenase coq6 [Lasius niger],4.41E-102,306
Lneg_g06452_i1,Lneg_g06452,89.847,ref|XP_012231002.1|,PREDICTED: uncharacterized aarF domain-containing protein kinase 1 [Linepithema humile],0,983
Lneg_g06453_i1,Lneg_g06453,41.606,gb|KMQ91882.1|,50s ribosomal protein l11 [Lasius niger],5.5E-31,112
Lneg_g06454_i1,Lneg_g06454,36.531,ref|XP_039306734.1|,uncharacterized protein LOC113003640 [Solenopsis invicta],5.04E-40,144
Lneg_g06455_i1,Lneg_g06455,60.077,ref|NP_611113.1|,uncharacterized protein Dmel_CG7747 [Drosophila melanogaster],0,661
Lneg_g06456_i2,Lneg_g06456,94.881,ref|XP_024871960.1|,leupaxin isoform X8 [Temnothorax curvispinosus],0,1145
Lneg_g06457_i1,Lneg_g06457,59.636,ref|XP_024871972.1|,uncharacterized protein LOC112454688 [Temnothorax curvispinosus],1.81E-88,275
Lneg_g06458_i1,Lneg_g06458,97.323,gb|KMQ94722.1|,hypothetical protein RF55_5109 [Lasius niger],0,1231
Lneg_g06460_i1,Lneg_g06460,65,ref|XP_026827102.1|,neuroendocrine convertase 1 [Ooceraea biroi],8.58E-83,261
Lneg_g06461_i1,Lneg_g06461,95.089,ref|XP_024889814.1|,uncharacterized protein LOC112466135 [Temnothorax curvispinosus],4.41E-145,449
Lneg_g06462_i1,Lneg_g06462,75,ref|XP_024871334.1|,"glutamate receptor ionotropic, kainate 2 isoform X2 [Temnothorax curvispinosus]",2.66E-39,145
Lneg_g06465_i1,Lneg_g06465,85.194,ref|XP_018060105.1|,PREDICTED: integrin beta-PS-like [Atta colombica],0,1483
Lneg_g06468_i1,Lneg_g06468,100,gb|KMQ97687.1|,26s protease regulatory subunit 7 [Lasius niger],0,891
Lneg_g06471_i1,Lneg_g06471,72.966,ref|XP_024886108.1|,uncharacterized protein LOC112463774 [Temnothorax curvispinosus],0,1109
Lneg_g06472_i1,Lneg_g06472,97.778,ref|XP_011331805.1|,ras-related and estrogen-regulated growth inhibitor [Ooceraea biroi],1.61E-57,180
Lneg_g06473_i1,Lneg_g06473,74.76,ref|XP_024884976.1|,serine-protein kinase ATM [Temnothorax curvispinosus],0,4337
Lneg_g06474_i1,Lneg_g06474,54.63,ref|NP_001027443.1|,uncharacterized protein Dmel_CG33785 [Drosophila melanogaster],1.4E-37,125
Lneg_g06475_i1,Lneg_g06475,51.869,ref|XP_016768797.1|,"yrdC domain-containing protein, mitochondrial [Apis mellifera]",8.71E-74,227
Lneg_g06476_i1,Lneg_g06476,90.038,ref|XP_012222699.1|,PREDICTED: protein LMBR1L [Linepithema humile],0,909
Lneg_g06477_i1,Lneg_g06477,74.877,ref|XP_024879362.1|,uncharacterized protein LOC112459482 [Temnothorax curvispinosus],1.5E-93,282
Lneg_g06478_i1,Lneg_g06478,34.211,ref|XP_026827633.1|,uncharacterized protein PF11_0207-like [Ooceraea biroi],3.12E-08,55.5
Lneg_g06482_i1,Lneg_g06482,45.038,ref|XP_011061993.1|,PREDICTED: probable G-protein coupled receptor Mth-like 3 isoform X2 [Acromyrmex echinatior],2.09E-45,162
Lneg_g06483_i2,Lneg_g06483,41.994,ref|XP_012226244.1|,PREDICTED: LOW QUALITY PROTEIN: G-protein coupled receptor Mth2-like [Linepithema humile],1.71E-155,464
Lneg_g06484_i1,Lneg_g06484,50,gb|KMR04537.1|,ester hydrolase c11orf54-like protein [Lasius niger],3.66E-09,55.1
Lneg_g06485_i1,Lneg_g06485,73.697,ref|XP_024890958.1|,uncharacterized protein LOC112466853 [Temnothorax curvispinosus],0,595
Lneg_g06486_i1,Lneg_g06486,78,ref|NP_524396.1|,cap binding protein 20 [Drosophila melanogaster],1.22E-88,258
Lneg_g06487_i2,Lneg_g06487,85.496,ref|XP_024890953.1|,uncharacterized protein LOC112466849 [Temnothorax curvispinosus],1.01E-80,236
Lneg_g06488_i1,Lneg_g06488,81.89,ref|XP_011164869.1|,MICOS complex subunit MIC27 [Solenopsis invicta],1.85E-150,422
Lneg_g06489_i1,Lneg_g06489,93.487,ref|XP_011164873.1|,regulator of G-protein signaling 7 isoform X2 [Solenopsis invicta],0,1001
Lneg_g06490_i1,Lneg_g06490,73.892,ref|XP_024890950.1|,monocarboxylate transporter 13-like [Temnothorax curvispinosus],0,893
Lneg_g06491_i1,Lneg_g06491,34.711,ref|XP_039303526.1|,E3 SUMO-protein ligase ZBED1-like [Solenopsis invicta],1.25E-14,74.3
Lneg_g06494_i1,Lneg_g06494,99.398,gb|KMQ92174.1|,"chitin synthase 8, partial [Lasius niger]",0,709
Lneg_g06495_i1,Lneg_g06495,93.839,ref|XP_011341129.1|,uncharacterized protein LOC105281542 isoform X1 [Ooceraea biroi],1.93E-134,413
Lneg_g06497_i1,Lneg_g06497,92.545,ref|XP_011164399.1|,"glucose dehydrogenase [FAD, quinone] [Solenopsis invicta]",0,763
Lneg_g06498_i1,Lneg_g06498,85.714,gb|KMQ95412.1|,"glucose dehydrogenase, partial [Lasius niger]",0,523
Lneg_g06499_i1,Lneg_g06499,97.674,gb|KMQ95413.1|,endoglucanase 2-like protein [Lasius niger],0,961
Lneg_g06500_i1,Lneg_g06500,99.461,gb|KMQ93939.1|,adp-dependent glucokinase-like protein [Lasius niger],0,771
Lneg_g06501_i1,Lneg_g06501,97.602,gb|KMQ93938.1|,zinc finger protein 318 [Lasius niger],0,2240
Lneg_g06502_i1,Lneg_g06502,97.351,gb|KMQ93937.1|,hypothetical protein RF55_5928 [Lasius niger],1.61E-100,299
Lneg_g06503_i1,Lneg_g06503,87.919,ref|XP_011173082.1|,transmembrane protein 231 [Solenopsis invicta],0,556
Lneg_g06504_i1,Lneg_g06504,99.231,gb|KMQ97967.1|,ubiquitin-conjugating enzyme e2q-like protein [Lasius niger],0,539
Lneg_g06505_i1,Lneg_g06505,91.242,ref|XP_011339981.1|,large neutral amino acids transporter small subunit 2 isoform X3 [Ooceraea biroi],0,871
Lneg_g06506_i1,Lneg_g06506,99.575,gb|KMQ97965.1|,rab3 gtpase-activating protein catalytic subunit [Lasius niger],0,989
Lneg_g06507_i1,Lneg_g06507,90.247,ref|XP_026826013.1|,vasorin [Ooceraea biroi],0,1513
Lneg_g06508_i1,Lneg_g06508,75.722,ref|XP_012232222.1|,PREDICTED: transport and Golgi organization protein 6 homolog isoform X2 [Linepithema humile],0,1453
Lneg_g06509_i1,Lneg_g06509,86.275,ref|XP_011173075.1|,WW domain-containing oxidoreductase [Solenopsis invicta],0,755
Lneg_g06510_i1,Lneg_g06510,63.768,ref|NP_524185.1|,mitochondrial ribosomal protein L15 [Drosophila melanogaster],1.9E-131,377
Lneg_g06511_i1,Lneg_g06511,99.793,gb|KMQ98202.1|,cytoplasmic dynein 1 light intermediate chain 2 [Lasius niger],0,1000
Lneg_g06514_i1,Lneg_g06514,80,ref|XP_011175928.2|,extensin [Solenopsis invicta],1.59E-48,159
Lneg_g06515_i1,Lneg_g06515,90.795,ref|XP_024872686.1|,lysophospholipid acyltransferase 5-like [Temnothorax curvispinosus],0,909
Lneg_g06517_i1,Lneg_g06517,85.746,ref|XP_026296526.1|,uncharacterized protein LOC727639 [Apis mellifera],0,809
Lneg_g06519_i1,Lneg_g06519,83.086,ref|XP_024873565.1|,LOW QUALITY PROTEIN: WD repeat-containing protein 63-like [Temnothorax curvispinosus],0,915
Lneg_g06521_i1,Lneg_g06521,81.897,ref|XP_024887166.1|,protein phosphatase 1L [Temnothorax curvispinosus],0,582
Lneg_g06523_i1,Lneg_g06523,100,gb|KMQ97605.1|,protein turtle [Lasius niger],1.14E-141,396
Lneg_g06524_i1,Lneg_g06524,70.356,ref|XP_024871549.1|,protein claret segregational-like [Temnothorax curvispinosus],3.12E-124,374
Lneg_g06525_i3,Lneg_g06525,81.409,ref|XP_012226256.1|,PREDICTED: aromatic-L-amino-acid decarboxylase-like [Linepithema humile],0,905
Lneg_g06527_i1,Lneg_g06527,72.321,ref|XP_011163620.1|,uncharacterized protein LOC105198567 [Solenopsis invicta],0,1726
Lneg_g06528_i1,Lneg_g06528,90.248,ref|XP_011059073.1|,PREDICTED: solute carrier family 46 member 3-like [Acromyrmex echinatior],0,1036
Lneg_g06529_i2,Lneg_g06529,98.621,gb|KMQ91802.1|,hypothetical protein RF55_8289 [Lasius niger],3.15E-105,299
Lneg_g06530_i1,Lneg_g06530,58.969,ref|NP_648767.1|,uncharacterized protein Dmel_CG7275 [Drosophila melanogaster],0,579
Lneg_g06531_i1,Lneg_g06531,96.408,ref|XP_026823998.1|,tensin-1 isoform X1 [Ooceraea biroi],0,1048
Lneg_g06532_i1,Lneg_g06532,100,gb|KMQ98132.1|,activator of 90 kda heat shock protein atpase 1-like protein [Lasius niger],0,693
Lneg_g06534_i1,Lneg_g06534,97.739,ref|XP_011164777.2|,septin-2 isoform X1 [Solenopsis invicta],0,795
Lneg_g06535_i1,Lneg_g06535,89.474,ref|XP_018054861.1|,"PREDICTED: fructose-1,6-bisphosphatase 1 [Atta colombica]",0,635
Lneg_g06537_i1,Lneg_g06537,92.683,gb|KMQ85949.1|,hypothetical protein RF55_15223 [Lasius niger],1.33E-19,86.3
Lneg_g06538_i1,Lneg_g06538,80.874,ref|XP_024890439.1|,gonadotropin-releasing hormone receptor [Temnothorax curvispinosus],1.86E-99,301
